"","Overall","Service","Cleanliness","Value","Sleep Quality","Rooms","Location","Business service (e.g., internet access)","Check in / front desk","Date","Hotel Name","Hotel Prie","Zip Code"
"31104","1.0","1",NA,"1",NA,NA,NA,NA,"1",Mar 2007,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31105","1.0","1","2","1",NA,"1","1",NA,"1",Feb 2007,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31106","2.0","2","4","2",NA,"4","4","3","2",Dec 2006,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31107","5.0","5","5","5",NA,"5","5",NA,"5",Nov 2006,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31108","5.0","5","5","5",NA,"5","5","4","5",Nov 2006,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31109","4.0","4","5","4",NA,"5","5","3","3",Nov 2006,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31110","4.0",NA,NA,NA,NA,NA,NA,NA,NA,Oct 2006,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31111","5.0","4","5","4",NA,"5","5","3","4",Oct 2006,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31112","5.0","4","5","5",NA,"5","4","4","5",Sep 2006,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31113","5.0","5","5","5",NA,"5","5",NA,"5",Sep 2006,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31114","5.0","4","5","4",NA,"5","5",NA,"5",Jul 2006,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31115","5.0","5","5","5",NA,"5",NA,NA,NA,Jul 2006,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31116","5.0","5","5","5",NA,"5",NA,NA,NA,Jul 2006,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31117","5.0","4","5","5",NA,"5",NA,NA,NA,Jul 2006,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31118","5.0","5","5","4",NA,"5",NA,NA,NA,Jun 2006,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31119","5.0","2","5","5",NA,"5",NA,NA,NA,Jun 2006,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31120","3.0","3","4","2",NA,"4",NA,NA,NA,May 2006,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31121","5.0","5","5","4",NA,"5",NA,NA,NA,May 2006,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31122","4.0","4","5","4",NA,"5",NA,NA,NA,May 2006,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31123","5.0","4","4","5",NA,"4",NA,NA,NA,Apr 2006,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31124","2.0","2","5","1",NA,"4",NA,NA,NA,Apr 2006,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31125","4.0","4","5","4",NA,"4",NA,NA,NA,Feb 2006,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31126","4.0","2","5","3",NA,"5",NA,NA,NA,Nov 2005,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31127","4.0","3","5","3",NA,"5",NA,NA,NA,Nov 2005,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31128","5.0","5","5","4",NA,"5",NA,NA,NA,Nov 2005,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31129","2.0","2","4","2",NA,"4",NA,NA,NA,Oct 2005,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31130","5.0","5","5","5",NA,"5",NA,NA,NA,Oct 2005,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31131","4.0","4","4","4",NA,"4",NA,NA,NA,Oct 2005,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31132","4.0","4","4","4",NA,"4",NA,NA,NA,Sep 2005,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31133","2.0","1","4","1",NA,"4",NA,NA,NA,Sep 2005,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31134","5.0","5","5","4",NA,"5",NA,NA,NA,Sep 2005,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31135","5.0","5","5","5",NA,"5",NA,NA,NA,Aug 2005,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31136","5.0","5","5","5",NA,"5",NA,NA,NA,Aug 2005,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31137","5.0","5","5","5",NA,"4",NA,NA,NA,Aug 2005,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31138","5.0","5","5","5",NA,"5",NA,NA,NA,Aug 2005,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31139","5.0","5","5","5",NA,"4",NA,NA,NA,Jul 2005,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31140","5.0","5","5","5",NA,"4",NA,NA,NA,Jul 2005,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31141","5.0","5","5","4",NA,"4",NA,NA,NA,Jul 2005,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31142","5.0","5","5","5",NA,"5",NA,NA,NA,Jun 2005,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31143","5.0","4","5","4",NA,"5",NA,NA,NA,Jun 2005,"The Silversmith Hotel & Suites","$122 - $263*","60603"
"31144","4.0","4","4","5","4","4","5",NA,NA,Mar 2012,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31145","4.0","3","3","4","3","4","4",NA,NA,Mar 2012,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31146","5.0","5","5","5","5","4","5",NA,NA,Mar 2012,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31147","4.0","5","4","5","4","3","5",NA,NA,Mar 2012,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31148","4.0","4","4","4","4","4","5",NA,NA,Feb 2012,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31149","5.0","5","5","5","5","5","5",NA,NA,Feb 2012,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31150","4.0","4","4","4",NA,"3","4",NA,NA,Feb 2012,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31151","3.0","4","4",NA,"1","3","5",NA,NA,Feb 2012,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31152","4.0","5","4","4","4","4","5",NA,NA,Jan 2012,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31153","5.0","5","5","5","5","5","5",NA,NA,Jan 2012,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31154","4.0","5","5","5","5","5","5",NA,NA,Jan 2012,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31155","5.0","5","5","5","5","5","5",NA,NA,Jan 2012,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31156","4.0","5","4","4","5","5","5",NA,NA,Jan 2012,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31157","4.0","4","4","5","4","4","5",NA,NA,Jan 2012,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31158","4.0","5","5","4","4","4","5",NA,NA,Jan 2012,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31159","4.0","5","5","5","5","5","5",NA,NA,Dec 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31160","5.0","4","5","5","5","5","5",NA,NA,Dec 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31161","5.0","5","5","5",NA,"5","5",NA,NA,Dec 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31162","5.0","5","5","5",NA,"4","5",NA,NA,Dec 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31163","2.0","4","4","3","1","3","4",NA,NA,Dec 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31164","2.0","3","2","2","3","3","4",NA,NA,Dec 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31165","4.0","5","5","5","5","4","5",NA,NA,Dec 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31166","4.0","4","4","4","5","3","5",NA,NA,Nov 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31167","5.0","5","5","5","5","5","5",NA,NA,Nov 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31168","4.0","4","4","4",NA,"4","4",NA,NA,Nov 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31169","4.0","4","4","5","4","4","5",NA,NA,Nov 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31170","5.0","5","5","5","5","5","5",NA,NA,Nov 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31171","3.0","4","4","3","3","3","5",NA,NA,Nov 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31172","4.0","4","4","4","4","4","4",NA,NA,Nov 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31173","5.0","5","5","5","5","4","5",NA,NA,Oct 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31174","3.0","4","4","3","3","3","5",NA,NA,Oct 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31175","4.0","4","4","5",NA,"4","4",NA,NA,Oct 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31176","4.0","4","5","3","3","4","5",NA,NA,Oct 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31177","2.0","4","3","2","1","3","4",NA,NA,Oct 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31178","4.0","4","4","4","4","4","5",NA,NA,Oct 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31179","5.0","5","5","5","5","4","5",NA,NA,Oct 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31180","4.0","5","5","5","1","5","5",NA,NA,Sep 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31181","5.0","5","5","5","5","5","5",NA,NA,Sep 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31182","4.0","4",NA,"4",NA,"4","5",NA,NA,Sep 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31183","3.0","3",NA,"3",NA,"4","3",NA,NA,Sep 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31184","4.0","5",NA,"4",NA,"3","5",NA,NA,Sep 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31185","1.0","1",NA,"1",NA,"3","3",NA,NA,Sep 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31186","5.0","5",NA,"5",NA,"4","5",NA,NA,Sep 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31187","3.0","4","5","3","3",NA,NA,NA,NA,Sep 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31188","5.0","5","4","4","5",NA,NA,NA,NA,Sep 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31189","4.0","4","4","4","4",NA,NA,NA,NA,Aug 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31190","4.0","5","5","4","5",NA,NA,NA,NA,Aug 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31191","4.0","4","4","3","4",NA,NA,NA,NA,Aug 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31192","4.0","5","4","3","5",NA,NA,NA,NA,Aug 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31193","5.0","4","5","5","5",NA,NA,NA,NA,Aug 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31194","4.0","4","4","4","4",NA,NA,NA,NA,Jul 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31195","3.0","5","5","3","3",NA,NA,NA,NA,Jul 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31196","4.0","4","4",NA,"3",NA,NA,NA,NA,Jul 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31197","3.0","5","4","5","1",NA,NA,NA,NA,Jun 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31198","4.0",NA,"5","3","5",NA,NA,NA,NA,Jun 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31199","5.0","5","5","5","5",NA,NA,NA,NA,Jun 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31200","2.0","3","2","1",NA,"2","4",NA,NA,Jun 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31201","5.0","5","5","5","4","5","5",NA,NA,Jun 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31202","3.0","5","4",NA,"5",NA,NA,NA,NA,Jun 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31203","4.0","4","5","4","5",NA,NA,NA,NA,Jun 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31204","5.0","4","4","4","4",NA,NA,NA,NA,Jun 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31205","4.0","4","4","4","4",NA,NA,NA,NA,Jun 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31206","5.0","5","5","5","5",NA,NA,NA,NA,Jun 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31207","4.0","5","4","4","3",NA,NA,NA,NA,Jun 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31208","5.0","5","5","5","4","5","5",NA,NA,May 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31209","4.0","5","5","4","5","5","3",NA,NA,May 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31210","5.0","4","5","4","5","5","5",NA,NA,Mar 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31211","5.0","5","5","5","4","4","5",NA,NA,Mar 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31212","3.0","4","4","4","4","4","2",NA,NA,Mar 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31213","2.0","1","4","1","4","1","5",NA,NA,Jan 2011,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31214","5.0","5","5","4","5","4","5",NA,NA,Dec 2010,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31215","3.0","4","3","4","2","2","5",NA,NA,Nov 2010,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31216","5.0","5","4","5","3","4","5",NA,NA,Nov 2010,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31217","5.0","5","5","5","5","5","5",NA,NA,Oct 2010,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31218","4.0","4","4","4","3","2","5",NA,NA,Oct 2010,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31219","4.0","5","4","3","3","3","4",NA,NA,Oct 2010,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31220","3.0","3","3","3","4","3","4",NA,NA,Oct 2010,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31221","4.0","4","4","5","5","4","5",NA,NA,Oct 2010,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31222","4.0","5","5","5","5","3","5",NA,NA,Oct 2010,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31223","5.0","5","5","5","5","5","5",NA,NA,Sep 2010,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31224","3.0","3","3","3","3","4","4",NA,NA,Sep 2010,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31225","5.0","5","5","5","5","5","5",NA,NA,Sep 2010,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31226","3.0","2","4","3","2","3","4",NA,NA,Aug 2010,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31227","4.0","4","4","3","4","4","4",NA,NA,Jul 2010,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31228","4.0","4","4","5","5","3","5",NA,NA,Jul 2010,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31229","4.0","4","5","5","5","5","4",NA,NA,Jul 2010,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31230","5.0","5","5","5","5","5","5",NA,NA,Jul 2010,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31231","4.0",NA,"5",NA,"5","4","5",NA,NA,Jun 2010,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31232","4.0","5","4","4","4","3","5",NA,NA,May 2010,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31233","4.0","4","5","4","5","4","4",NA,NA,May 2010,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31234","4.0","4","4","3","4","3","5",NA,NA,Apr 2010,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31235","2.0",NA,NA,NA,NA,NA,NA,NA,NA,Mar 2010,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31236","1.0","2","1","2",NA,"2","4",NA,NA,Dec 2009,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31237","5.0","5","5","5",NA,"5","5","5","5",Dec 2009,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31238","5.0","4","5","5",NA,"5","5",NA,NA,Dec 2009,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31239","4.0","4","4","4",NA,"4","5",NA,NA,Nov 2009,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31240","4.0","5","5","4",NA,"4","5",NA,NA,Nov 2009,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31241","5.0","5","4","5",NA,"5","4",NA,NA,Oct 2009,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31242","4.0","4","5","5",NA,"3","5",NA,NA,Oct 2009,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31243","4.0","5","4","3",NA,"4","5",NA,NA,Sep 2009,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31244","3.0","3","3","4",NA,"3","5",NA,NA,Aug 2009,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31245","3.0","4","3","3",NA,"3","4",NA,NA,Jul 2009,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31246","5.0","5","5","4",NA,"4","5",NA,NA,Jul 2009,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31247","4.0","4","4","4",NA,"4","5",NA,NA,Jul 2009,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31248","4.0","4","4","5",NA,"5","5",NA,NA,Jul 2009,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31249","4.0","3","5","3",NA,"4","5",NA,NA,May 2009,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31250","2.0","1","3","3",NA,"2","5",NA,NA,May 2009,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31251","5.0","5","5","5",NA,"5","5",NA,NA,Apr 2009,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31252","5.0","5","5","5",NA,"5","5",NA,NA,Apr 2009,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31253","5.0","5","5","5",NA,"5","5",NA,NA,Apr 2009,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31254","4.0","4","5","4",NA,"4","4",NA,NA,Apr 2009,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31255","3.0","3","4","3",NA,"4","4","2","2",Jan 2009,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31256","4.0",NA,NA,NA,NA,NA,NA,NA,NA,Oct 2008,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31257","4.0","4","4","4",NA,"4","5","3","4",Oct 2008,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31258","5.0","5","4","5",NA,"5","5","5","5",Sep 2008,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31259","2.0","5","5","2",NA,"5","5",NA,"5",Aug 2008,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31260","4.0","5","5","5",NA,"4","5","5","4",Jul 2008,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31261","4.0","5","4","4",NA,"4","4","5","5",Jul 2008,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31262","5.0","5","5","5",NA,"5","5",NA,"5",Jul 2008,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31263","4.0","4","4","5",NA,"4","4","4","4",Jun 2008,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31264","5.0","5","5","5",NA,"5","5","5","5",May 2008,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31265","3.0","4","4","3",NA,"2","4","3","4",May 2008,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31266","4.0","5","5","3",NA,"4","5","4","4",May 2008,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31267","4.0",NA,NA,NA,NA,NA,NA,NA,NA,May 2008,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31268","5.0","5","5","5",NA,"5","5","3","5",Apr 2008,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31269","5.0",NA,"5","5",NA,"5","5","5","5",Apr 2008,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31270","4.0",NA,NA,"4",NA,NA,NA,NA,NA,Feb 2008,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31271","4.0",NA,NA,NA,NA,NA,NA,NA,NA,Feb 2008,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31272","4.0","4","4","4",NA,"4","4","3","4",Jan 2008,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31273","4.0","4","5","5",NA,"4","5","3","5",Jan 2008,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31274","5.0","5","5","5",NA,"4","5","5","5",Dec 2007,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31275","4.0","5","5","4",NA,"4","5","5","5",Oct 2007,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31276","2.0","2","5","2",NA,"3","5",NA,"1",Sep 2007,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31277","3.0",NA,NA,NA,NA,NA,NA,NA,NA,Aug 2007,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31278","4.0","4","4","4",NA,"4","5","4","5",Aug 2007,"Courtyard by Marriott Chicago Downtown","$185 - $383*","60611"
"31279","3.0","4","3","3","3","3","3",NA,NA,Mar 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31280","5.0","5","5","5","5","5","5",NA,NA,Mar 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31281","4.0","5","4","4","4","3","4",NA,NA,Mar 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31282","4.0",NA,"5",NA,"5","4","5",NA,NA,Mar 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31283","4.0","5","5","5","5","4","4",NA,NA,Mar 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31284","5.0","5","5","5","5","5","5",NA,NA,Mar 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31285","4.0","5","5","3",NA,"5","5",NA,NA,Mar 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31286","5.0","5","5","5","4","4","4",NA,NA,Mar 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31287","4.0","5","5","3",NA,"5","4",NA,NA,Feb 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31288","4.0","5","5","4","3","5","5",NA,NA,Feb 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31289","3.0","3","5","4","2","3","5",NA,NA,Feb 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31290","5.0","5","4","3","4","5","4",NA,NA,Feb 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31291","4.0","3","4","4","3","4","5",NA,NA,Feb 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31292","5.0","5","5","5","5","5","5",NA,NA,Feb 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31293","5.0","5","5","5","5","4","5",NA,NA,Feb 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31294","3.0","4","4","4",NA,"3","5",NA,NA,Feb 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31295","4.0","5","4","4",NA,"4","5",NA,NA,Feb 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31296","4.0","3","4","4",NA,"4","3",NA,NA,Feb 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31297","5.0","5","5","4","5","4","4",NA,NA,Jan 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31298","4.0","4","3","5","5","5","4",NA,NA,Jan 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31299","4.0","4","4","4","4","3","5",NA,NA,Jan 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31300","3.0","3","5","5","2","3","3",NA,NA,Jan 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31301","5.0","5","5","5","5","5","5",NA,NA,Jan 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31302","4.0","5","5","5","5","5","5",NA,NA,Jan 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31303","4.0","4","4","4","4","4","4",NA,NA,Jan 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31304","5.0","5","5","5",NA,"5","5",NA,NA,Jan 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31305","5.0","5","5","5","5","5","5",NA,NA,Jan 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31306","5.0","5","5","5","5","5","5",NA,NA,Jan 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31307","3.0","5","3","4","3","3","4",NA,NA,Jan 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31308","5.0","5","5","4","5","4","5",NA,NA,Jan 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31309","5.0","5","5","5","5","5","5",NA,NA,Jan 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31310","4.0","5","5","5","4","4","5",NA,NA,Jan 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31311","4.0","5","5","3","4","3","5",NA,NA,Jan 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
"31312","5.0","5","5","5","4","5","5",NA,NA,Jan 2012,"Hotel Allegro Chicago - a Kimpton Hotel","$203 - $414*","60601"
